layer,regime,fold,condition,sample_id,actor,statement,emotion,score
20,joint,actor_13_statement_01,raw,pair_0048_sad,13,01,sad,48.97527617886557
20,joint,actor_13_statement_01,raw,pair_0049_happy,13,01,happy,61.92855522331715
20,joint,actor_13_statement_01,raw,pair_0049_sad,13,01,sad,43.91829025230845
20,joint,actor_13_statement_01,source_center_noop,pair_0048_happy,13,01,happy,53.62422077025418
20,joint,actor_13_statement_01,source_center_noop,pair_0048_sad,13,01,sad,48.97527617886557
20,joint,actor_13_statement_01,source_center_noop,pair_0049_happy,13,01,happy,61.92855522331715
20,joint,actor_13_statement_01,source_center_noop,pair_0049_sad,13,01,sad,43.91829025230845
20,joint,actor_13_statement_01,independent_center,pair_0048_happy,13,01,happy,0.5518515209875332
20,joint,actor_13_statement_01,independent_center,pair_0048_sad,13,01,sad,-4.09709307040108
20,joint,actor_13_statement_01,independent_center,pair_0049_happy,13,01,happy,8.856185974050497
20,joint,actor_13_statement_01,independent_center,pair_0049_sad,13,01,sad,-9.154078996958198
20,joint,actor_13_statement_01,independent_rank1,pair_0048_happy,13,01,happy,2.907988549312357
20,joint,actor_13_statement_01,independent_rank1,pair_0048_sad,13,01,sad,-4.945595264092576
20,joint,actor_13_statement_01,independent_rank1,pair_0049_happy,13,01,happy,7.096698535466286
20,joint,actor_13_statement_01,independent_rank1,pair_0049_sad,13,01,sad,-9.906602209631403
20,joint,actor_13_statement_02,raw,pair_0050_happy,13,02,happy,-29.160888227622717
20,joint,actor_13_statement_02,raw,pair_0050_sad,13,02,sad,-40.565396692116416
20,joint,actor_13_statement_02,raw,pair_0051_happy,13,02,happy,-53.743576852973696
20,joint,actor_13_statement_02,raw,pair_0051_sad,13,02,sad,-52.039257848625276
20,joint,actor_13_statement_02,source_center_noop,pair_0050_happy,13,02,happy,-29.160888227622717
20,joint,actor_13_statement_02,source_center_noop,pair_0050_sad,13,02,sad,-40.565396692116416
20,joint,actor_13_statement_02,source_center_noop,pair_0051_happy,13,02,happy,-53.743576852973696
20,joint,actor_13_statement_02,source_center_noop,pair_0051_sad,13,02,sad,-52.039257848625276
20,joint,actor_13_statement_02,independent_center,pair_0050_happy,13,02,happy,15.790845546951946
20,joint,actor_13_statement_02,independent_center,pair_0050_sad,13,02,sad,4.3863370824582475
20,joint,actor_13_statement_02,independent_center,pair_0051_happy,13,02,happy,-8.791843078399033
20,joint,actor_13_statement_02,independent_center,pair_0051_sad,13,02,sad,-7.087524074050613
20,joint,actor_13_statement_02,independent_rank1,pair_0050_happy,13,02,happy,8.416637500921032
20,joint,actor_13_statement_02,independent_rank1,pair_0050_sad,13,02,sad,5.202918661353921
20,joint,actor_13_statement_02,independent_rank1,pair_0051_happy,13,02,happy,-2.7729225792989247
20,joint,actor_13_statement_02,independent_rank1,pair_0051_sad,13,02,sad,-1.5669908305637696
20,joint,actor_14_statement_01,raw,pair_0052_happy,14,01,happy,53.988810278480614
20,joint,actor_14_statement_01,raw,pair_0052_sad,14,01,sad,43.93056083621056
20,joint,actor_14_statement_01,raw,pair_0053_happy,14,01,happy,53.95504807129217
20,joint,actor_14_statement_01,raw,pair_0053_sad,14,01,sad,52.99925978040401
20,joint,actor_14_statement_01,source_center_noop,pair_0052_happy,14,01,happy,53.988810278480614
20,joint,actor_14_statement_01,source_center_noop,pair_0052_sad,14,01,sad,43.93056083621056
20,joint,actor_14_statement_01,source_center_noop,pair_0053_happy,14,01,happy,53.95504807129217
20,joint,actor_14_statement_01,source_center_noop,pair_0053_sad,14,01,sad,52.99925978040401
20,joint,actor_14_statement_01,independent_center,pair_0052_happy,14,01,happy,6.447721324560192
20,joint,actor_14_statement_01,independent_center,pair_0052_sad,14,01,sad,-3.610528117709862
20,joint,actor_14_statement_01,independent_center,pair_0053_happy,14,01,happy,6.413959117371746
20,joint,actor_14_statement_01,independent_center,pair_0053_sad,14,01,sad,5.458170826483588
20,joint,actor_14_statement_01,independent_rank1,pair_0052_happy,14,01,happy,7.213792109447616
20,joint,actor_14_statement_01,independent_rank1,pair_0052_sad,14,01,sad,-3.2855434046162166
20,joint,actor_14_statement_01,independent_rank1,pair_0053_happy,14,01,happy,6.667511294137988
20,joint,actor_14_statement_01,independent_rank1,pair_0053_sad,14,01,sad,4.4064898441574805
20,joint,actor_14_statement_02,raw,pair_0054_happy,14,02,happy,-16.293515369077802
20,joint,actor_14_statement_02,raw,pair_0054_sad,14,02,sad,-27.16287786021782
20,joint,actor_14_statement_02,raw,pair_0055_happy,14,02,happy,-23.721917858870313
20,joint,actor_14_statement_02,raw,pair_0055_sad,14,02,sad,-26.35833969137324
20,joint,actor_14_statement_02,source_center_noop,pair_0054_happy,14,02,happy,-16.293515369077802
20,joint,actor_14_statement_02,source_center_noop,pair_0054_sad,14,02,sad,-27.16287786021782
20,joint,actor_14_statement_02,source_center_noop,pair_0055_happy,14,02,happy,-23.721917858870313
20,joint,actor_14_statement_02,source_center_noop,pair_0055_sad,14,02,sad,-26.35833969137324
20,joint,actor_14_statement_02,independent_center,pair_0054_happy,14,02,happy,3.285278425562847
20,joint,actor_14_statement_02,independent_center,pair_0054_sad,14,02,sad,-7.584084065577169
20,joint,actor_14_statement_02,independent_center,pair_0055_happy,14,02,happy,-4.143124064229664
20,joint,actor_14_statement_02,independent_center,pair_0055_sad,14,02,sad,-6.779545896732589
20,joint,actor_14_statement_02,independent_rank1,pair_0054_happy,14,02,happy,2.2344293328994427
20,joint,actor_14_statement_02,independent_rank1,pair_0054_sad,14,02,sad,-6.985660384353484
20,joint,actor_14_statement_02,independent_rank1,pair_0055_happy,14,02,happy,-2.743619833872507
20,joint,actor_14_statement_02,independent_rank1,pair_0055_sad,14,02,sad,-7.514434024791032
20,joint,actor_15_statement_01,raw,pair_0056_happy,15,01,happy,49.57600414771982
20,joint,actor_15_statement_01,raw,pair_0056_sad,15,01,sad,29.947701587039646
20,joint,actor_15_statement_01,raw,pair_0057_happy,15,01,happy,47.45489075804443
20,joint,actor_15_statement_01,raw,pair_0057_sad,15,01,sad,40.57770158594042
20,joint,actor_15_statement_01,source_center_noop,pair_0056_happy,15,01,happy,49.57600414771982
20,joint,actor_15_statement_01,source_center_noop,pair_0056_sad,15,01,sad,29.947701587039646
20,joint,actor_15_statement_01,source_center_noop,pair_0057_happy,15,01,happy,47.45489075804443
20,joint,actor_15_statement_01,source_center_noop,pair_0057_sad,15,01,sad,40.57770158594042
20,joint,actor_15_statement_01,independent_center,pair_0056_happy,15,01,happy,3.16249835655006
20,joint,actor_15_statement_01,independent_center,pair_0056_sad,15,01,sad,-16.465804204130116
20,joint,actor_15_statement_01,independent_center,pair_0057_happy,15,01,happy,1.0413849668746664
20,joint,actor_15_statement_01,independent_center,pair_0057_sad,15,01,sad,-5.835804205229344
20,joint,actor_15_statement_01,independent_rank1,pair_0056_happy,15,01,happy,6.404170017303333
20,joint,actor_15_statement_01,independent_rank1,pair_0056_sad,15,01,sad,-4.937927930263283
20,joint,actor_15_statement_01,independent_rank1,pair_0057_happy,15,01,happy,2.386594600442197
20,joint,actor_15_statement_01,independent_rank1,pair_0057_sad,15,01,sad,-2.7667001519237013
20,joint,actor_15_statement_02,raw,pair_0058_happy,15,02,happy,-20.838155994959642
20,joint,actor_15_statement_02,raw,pair_0058_sad,15,02,sad,-9.719152574246705
20,joint,actor_15_statement_02,raw,pair_0059_happy,15,02,happy,-16.490105872682793
20,joint,actor_15_statement_02,raw,pair_0059_sad,15,02,sad,-23.27316574362813
20,joint,actor_15_statement_02,source_center_noop,pair_0058_happy,15,02,happy,-20.838155994959642
20,joint,actor_15_statement_02,source_center_noop,pair_0058_sad,15,02,sad,-9.719152574246705
20,joint,actor_15_statement_02,source_center_noop,pair_0059_happy,15,02,happy,-16.490105872682793
20,joint,actor_15_statement_02,source_center_noop,pair_0059_sad,15,02,sad,-23.27316574362813
20,joint,actor_15_statement_02,independent_center,pair_0058_happy,15,02,happy,-9.828867184954202
20,joint,actor_15_statement_02,independent_center,pair_0058_sad,15,02,sad,1.2901362357587356
20,joint,actor_15_statement_02,independent_center,pair_0059_happy,15,02,happy,-5.480817062677353
20,joint,actor_15_statement_02,independent_center,pair_0059_sad,15,02,sad,-12.26387693362269
20,joint,actor_15_statement_02,independent_rank1,pair_0058_happy,15,02,happy,-9.215593660416207
20,joint,actor_15_statement_02,independent_rank1,pair_0058_sad,15,02,sad,1.559870164836859
20,joint,actor_15_statement_02,independent_rank1,pair_0059_happy,15,02,happy,-5.673425612681694
20,joint,actor_15_statement_02,independent_rank1,pair_0059_sad,15,02,sad,-9.879089820451401
20,joint,actor_16_statement_01,raw,pair_0060_happy,16,01,happy,45.99341539243174
20,joint,actor_16_statement_01,raw,pair_0060_sad,16,01,sad,52.61011303166772
20,joint,actor_16_statement_01,raw,pair_0061_happy,16,01,happy,43.196451283522606
20,joint,actor_16_statement_01,raw,pair_0061_sad,16,01,sad,44.62884674764831
20,joint,actor_16_statement_01,source_center_noop,pair_0060_happy,16,01,happy,45.99341539243174
20,joint,actor_16_statement_01,source_center_noop,pair_0060_sad,16,01,sad,52.61011303166772
20,joint,actor_16_statement_01,source_center_noop,pair_0061_happy,16,01,happy,43.196451283522606
20,joint,actor_16_statement_01,source_center_noop,pair_0061_sad,16,01,sad,44.62884674764831
20,joint,actor_16_statement_01,independent_center,pair_0060_happy,16,01,happy,3.2116575684556636
20,joint,actor_16_statement_01,independent_center,pair_0060_sad,16,01,sad,9.828355207691644
20,joint,actor_16_statement_01,independent_center,pair_0061_happy,16,01,happy,0.4146934595465268
20,joint,actor_16_statement_01,independent_center,pair_0061_sad,16,01,sad,1.8470889236722314
20,joint,actor_16_statement_01,independent_rank1,pair_0060_happy,16,01,happy,3.0964933478105383
20,joint,actor_16_statement_01,independent_rank1,pair_0060_sad,16,01,sad,7.003900095282653
20,joint,actor_16_statement_01,independent_rank1,pair_0061_happy,16,01,happy,-0.8907504137219266
20,joint,actor_16_statement_01,independent_rank1,pair_0061_sad,16,01,sad,4.834014164644866
20,joint,actor_16_statement_02,raw,pair_0062_happy,16,02,happy,-24.309051894939408
20,joint,actor_16_statement_02,raw,pair_0062_sad,16,02,sad,-31.77840258965763
20,joint,actor_16_statement_02,raw,pair_0063_happy,16,02,happy,-21.69108919093651
20,joint,actor_16_statement_02,raw,pair_0063_sad,16,02,sad,-15.391050194488543
20,joint,actor_16_statement_02,source_center_noop,pair_0062_happy,16,02,happy,-24.309051894939408
20,joint,actor_16_statement_02,source_center_noop,pair_0062_sad,16,02,sad,-31.77840258965763
20,joint,actor_16_statement_02,source_center_noop,pair_0063_happy,16,02,happy,-21.69108919093651
20,joint,actor_16_statement_02,source_center_noop,pair_0063_sad,16,02,sad,-15.391050194488543
20,joint,actor_16_statement_02,independent_center,pair_0062_happy,16,02,happy,-1.5328406625938555
20,joint,actor_16_statement_02,independent_center,pair_0062_sad,16,02,sad,-9.002191357312078
20,joint,actor_16_statement_02,independent_center,pair_0063_happy,16,02,happy,1.0851220414090434
20,joint,actor_16_statement_02,independent_center,pair_0063_sad,16,02,sad,7.38516103785701
20,joint,actor_16_statement_02,independent_rank1,pair_0062_happy,16,02,happy,-1.117958174352168
20,joint,actor_16_statement_02,independent_rank1,pair_0062_sad,16,02,sad,-7.611650430723305
20,joint,actor_16_statement_02,independent_rank1,pair_0063_happy,16,02,happy,2.343231977108747
20,joint,actor_16_statement_02,independent_rank1,pair_0063_sad,16,02,sad,2.740846121175629
20,joint,actor_17_statement_01,raw,pair_0064_happy,17,01,happy,51.039885048685434
20,joint,actor_17_statement_01,raw,pair_0064_sad,17,01,sad,49.402132606642915
20,joint,actor_17_statement_01,raw,pair_0065_happy,17,01,happy,39.625482676308685
20,joint,actor_17_statement_01,raw,pair_0065_sad,17,01,sad,48.0504206568701
20,joint,actor_17_statement_01,source_center_noop,pair_0064_happy,17,01,happy,51.039885048685434
20,joint,actor_17_statement_01,source_center_noop,pair_0064_sad,17,01,sad,49.402132606642915
20,joint,actor_17_statement_01,source_center_noop,pair_0065_happy,17,01,happy,39.625482676308685
20,joint,actor_17_statement_01,source_center_noop,pair_0065_sad,17,01,sad,48.0504206568701
20,joint,actor_17_statement_01,independent_center,pair_0064_happy,17,01,happy,-2.0374136258313342
20,joint,actor_17_statement_01,independent_center,pair_0064_sad,17,01,sad,-3.675166067873853
20,joint,actor_17_statement_01,independent_center,pair_0065_happy,17,01,happy,-13.451815998208083
20,joint,actor_17_statement_01,independent_center,pair_0065_sad,17,01,sad,-5.026878017646666
20,joint,actor_17_statement_01,independent_rank1,pair_0064_happy,17,01,happy,-2.641739226546015
20,joint,actor_17_statement_01,independent_rank1,pair_0064_sad,17,01,sad,-2.6451097976768203
20,joint,actor_17_statement_01,independent_rank1,pair_0065_happy,17,01,happy,-12.531670512742846
20,joint,actor_17_statement_01,independent_rank1,pair_0065_sad,17,01,sad,-1.3897199337917545
20,joint,actor_17_statement_02,raw,pair_0066_happy,17,02,happy,-24.800155923472104
20,joint,actor_17_statement_02,raw,pair_0066_sad,17,02,sad,-30.383081520661293
20,joint,actor_17_statement_02,raw,pair_0067_happy,17,02,happy,-20.440093050065006
20,joint,actor_17_statement_02,raw,pair_0067_sad,17,02,sad,-20.02690538244353
20,joint,actor_17_statement_02,source_center_noop,pair_0066_happy,17,02,happy,-24.800155923472104
20,joint,actor_17_statement_02,source_center_noop,pair_0066_sad,17,02,sad,-30.383081520661293
20,joint,actor_17_statement_02,source_center_noop,pair_0067_happy,17,02,happy,-20.440093050065006
20,joint,actor_17_statement_02,source_center_noop,pair_0067_sad,17,02,sad,-20.02690538244353
20,joint,actor_17_statement_02,independent_center,pair_0066_happy,17,02,happy,-1.917859345409017
20,joint,actor_17_statement_02,independent_center,pair_0066_sad,17,02,sad,-7.500784942598205
20,joint,actor_17_statement_02,independent_center,pair_0067_happy,17,02,happy,2.442203527998082
20,joint,actor_17_statement_02,independent_center,pair_0067_sad,17,02,sad,2.855391195619557
20,joint,actor_17_statement_02,independent_rank1,pair_0066_happy,17,02,happy,0.09587325350253728
20,joint,actor_17_statement_02,independent_rank1,pair_0066_sad,17,02,sad,-4.017750217674501
20,joint,actor_17_statement_02,independent_rank1,pair_0067_happy,17,02,happy,5.96876290525379
20,joint,actor_17_statement_02,independent_rank1,pair_0067_sad,17,02,sad,3.286157606546027
20,joint,actor_18_statement_01,raw,pair_0068_happy,18,01,happy,58.68100210765312
20,joint,actor_18_statement_01,raw,pair_0068_sad,18,01,sad,58.94418059266612
20,joint,actor_18_statement_01,raw,pair_0069_happy,18,01,happy,19.437812069176708
20,joint,actor_18_statement_01,raw,pair_0069_sad,18,01,sad,57.36855048152531
20,joint,actor_18_statement_01,source_center_noop,pair_0068_happy,18,01,happy,58.68100210765312
20,joint,actor_18_statement_01,source_center_noop,pair_0068_sad,18,01,sad,58.94418059266612
20,joint,actor_18_statement_01,source_center_noop,pair_0069_happy,18,01,happy,19.437812069176708
20,joint,actor_18_statement_01,source_center_noop,pair_0069_sad,18,01,sad,57.36855048152531
20,joint,actor_18_statement_01,independent_center,pair_0068_happy,18,01,happy,9.335147694740513
20,joint,actor_18_statement_01,independent_center,pair_0068_sad,18,01,sad,9.598326179753514
20,joint,actor_18_statement_01,independent_center,pair_0069_happy,18,01,happy,-29.9080423437359
20,joint,actor_18_statement_01,independent_center,pair_0069_sad,18,01,sad,8.022696068612703
20,joint,actor_18_statement_01,independent_rank1,pair_0068_happy,18,01,happy,7.425215676235704
20,joint,actor_18_statement_01,independent_rank1,pair_0068_sad,18,01,sad,6.411244787696181
20,joint,actor_18_statement_01,independent_rank1,pair_0069_happy,18,01,happy,-20.738043058891606
20,joint,actor_18_statement_01,independent_rank1,pair_0069_sad,18,01,sad,4.779883178258337
20,joint,actor_18_statement_02,raw,pair_0070_happy,18,02,happy,-48.093538657155044
20,joint,actor_18_statement_02,raw,pair_0070_sad,18,02,sad,-52.150411962714536
20,joint,actor_18_statement_02,raw,pair_0071_happy,18,02,happy,34.936369102309754
20,joint,actor_18_statement_02,raw,pair_0071_sad,18,02,sad,-43.76515596838034
20,joint,actor_18_statement_02,source_center_noop,pair_0070_happy,18,02,happy,-48.093538657155044
20,joint,actor_18_statement_02,source_center_noop,pair_0070_sad,18,02,sad,-52.150411962714536
20,joint,actor_18_statement_02,source_center_noop,pair_0071_happy,18,02,happy,34.936369102309754
20,joint,actor_18_statement_02,source_center_noop,pair_0071_sad,18,02,sad,-43.76515596838034
20,joint,actor_18_statement_02,independent_center,pair_0070_happy,18,02,happy,-7.134970284549546
20,joint,actor_18_statement_02,independent_center,pair_0070_sad,18,02,sad,-11.191843590109038
20,joint,actor_18_statement_02,independent_center,pair_0071_happy,18,02,happy,75.89493747491525
20,joint,actor_18_statement_02,independent_center,pair_0071_sad,18,02,sad,-2.806587595774843
20,joint,actor_18_statement_02,independent_rank1,pair_0070_happy,18,02,happy,-5.5523517127310775
20,joint,actor_18_statement_02,independent_rank1,pair_0070_sad,18,02,sad,-7.765802827831999
20,joint,actor_18_statement_02,independent_rank1,pair_0071_happy,18,02,happy,56.98738636516309
20,joint,actor_18_statement_02,independent_rank1,pair_0071_sad,18,02,sad,-6.865833270058129
20,joint,actor_19_statement_01,raw,pair_0072_happy,19,01,happy,62.430001256527305
20,joint,actor_19_statement_01,raw,pair_0072_sad,19,01,sad,49.381296069263385
20,joint,actor_19_statement_01,raw,pair_0073_happy,19,01,happy,61.21792757710721
20,joint,actor_19_statement_01,raw,pair_0073_sad,19,01,sad,40.855399698430496
20,joint,actor_19_statement_01,source_center_noop,pair_0072_happy,19,01,happy,62.430001256527305
20,joint,actor_19_statement_01,source_center_noop,pair_0072_sad,19,01,sad,49.381296069263385
20,joint,actor_19_statement_01,source_center_noop,pair_0073_happy,19,01,happy,61.21792757710721
20,joint,actor_19_statement_01,source_center_noop,pair_0073_sad,19,01,sad,40.855399698430496
20,joint,actor_19_statement_01,independent_center,pair_0072_happy,19,01,happy,14.122535359777977
20,joint,actor_19_statement_01,independent_center,pair_0072_sad,19,01,sad,1.0738301725140573
20,joint,actor_19_statement_01,independent_center,pair_0073_happy,19,01,happy,12.910461680357884
20,joint,actor_19_statement_01,independent_center,pair_0073_sad,19,01,sad,-7.452066198318832
20,joint,actor_19_statement_01,independent_rank1,pair_0072_happy,19,01,happy,9.043214842780083
20,joint,actor_19_statement_01,independent_rank1,pair_0072_sad,19,01,sad,-1.1863205036136824
20,joint,actor_19_statement_01,independent_rank1,pair_0073_happy,19,01,happy,9.824897304738673
20,joint,actor_19_statement_01,independent_rank1,pair_0073_sad,19,01,sad,-7.175780981577714
20,joint,actor_19_statement_02,raw,pair_0074_happy,19,02,happy,-49.00627314253291
20,joint,actor_19_statement_02,raw,pair_0074_sad,19,02,sad,-48.29061867636741
20,joint,actor_19_statement_02,raw,pair_0075_happy,19,02,happy,-39.05985107441926
20,joint,actor_19_statement_02,raw,pair_0075_sad,19,02,sad,-37.31719144056993
20,joint,actor_19_statement_02,source_center_noop,pair_0074_happy,19,02,happy,-49.00627314253291
20,joint,actor_19_statement_02,source_center_noop,pair_0074_sad,19,02,sad,-48.29061867636741
20,joint,actor_19_statement_02,source_center_noop,pair_0075_happy,19,02,happy,-39.05985107441926
20,joint,actor_19_statement_02,source_center_noop,pair_0075_sad,19,02,sad,-37.31719144056993
20,joint,actor_19_statement_02,independent_center,pair_0074_happy,19,02,happy,-16.776650360582316
20,joint,actor_19_statement_02,independent_center,pair_0074_sad,19,02,sad,-16.060995894416813
20,joint,actor_19_statement_02,independent_center,pair_0075_happy,19,02,happy,-6.830228292468661
20,joint,actor_19_statement_02,independent_center,pair_0075_sad,19,02,sad,-5.0875686586193325
20,joint,actor_19_statement_02,independent_rank1,pair_0074_happy,19,02,happy,-9.613797005921281
20,joint,actor_19_statement_02,independent_rank1,pair_0074_sad,19,02,sad,-9.349595579997347
20,joint,actor_19_statement_02,independent_rank1,pair_0075_happy,19,02,happy,-6.307420771323637
20,joint,actor_19_statement_02,independent_rank1,pair_0075_sad,19,02,sad,-3.4729214545315736
20,joint,actor_20_statement_01,raw,pair_0076_happy,20,01,happy,46.43644220315307
20,joint,actor_20_statement_01,raw,pair_0076_sad,20,01,sad,54.12915263451957
20,joint,actor_20_statement_01,raw,pair_0077_happy,20,01,happy,46.82398178113126
20,joint,actor_20_statement_01,raw,pair_0077_sad,20,01,sad,34.2424966131692
20,joint,actor_20_statement_01,source_center_noop,pair_0076_happy,20,01,happy,46.43644220315307
20,joint,actor_20_statement_01,source_center_noop,pair_0076_sad,20,01,sad,54.12915263451957
20,joint,actor_20_statement_01,source_center_noop,pair_0077_happy,20,01,happy,46.82398178113126
20,joint,actor_20_statement_01,source_center_noop,pair_0077_sad,20,01,sad,34.2424966131692
20,joint,actor_20_statement_01,independent_center,pair_0076_happy,20,01,happy,6.988764372768436
20,joint,actor_20_statement_01,independent_center,pair_0076_sad,20,01,sad,14.681474804134936
20,joint,actor_20_statement_01,independent_center,pair_0077_happy,20,01,happy,7.376303950746625
20,joint,actor_20_statement_01,independent_center,pair_0077_sad,20,01,sad,-5.205181217215433
20,joint,actor_20_statement_01,independent_rank1,pair_0076_happy,20,01,happy,6.674176187031783
20,joint,actor_20_statement_01,independent_rank1,pair_0076_sad,20,01,sad,11.66428687441951
20,joint,actor_20_statement_01,independent_rank1,pair_0077_happy,20,01,happy,6.909771446192913
20,joint,actor_20_statement_01,independent_rank1,pair_0077_sad,20,01,sad,-3.5840677998378556
20,joint,actor_20_statement_02,raw,pair_0078_happy,20,02,happy,-39.307990412537904
20,joint,actor_20_statement_02,raw,pair_0078_sad,20,02,sad,12.110496213642245
20,joint,actor_20_statement_02,raw,pair_0079_happy,20,02,happy,-36.68246082302623
20,joint,actor_20_statement_02,raw,pair_0079_sad,20,02,sad,-8.497643419501134
20,joint,actor_20_statement_02,source_center_noop,pair_0078_happy,20,02,happy,-39.307990412537904
20,joint,actor_20_statement_02,source_center_noop,pair_0078_sad,20,02,sad,12.110496213642245
20,joint,actor_20_statement_02,source_center_noop,pair_0079_happy,20,02,happy,-36.68246082302623
20,joint,actor_20_statement_02,source_center_noop,pair_0079_sad,20,02,sad,-8.497643419501134
20,joint,actor_20_statement_02,independent_center,pair_0078_happy,20,02,happy,-10.737875916376389
20,joint,actor_20_statement_02,independent_center,pair_0078_sad,20,02,sad,40.68061070980376
20,joint,actor_20_statement_02,independent_center,pair_0079_happy,20,02,happy,-8.112346326864717
20,joint,actor_20_statement_02,independent_center,pair_0079_sad,20,02,sad,20.07247107666038
20,joint,actor_20_statement_02,independent_rank1,pair_0078_happy,20,02,happy,-10.081315279843617
20,joint,actor_20_statement_02,independent_rank1,pair_0078_sad,20,02,sad,31.046304327183556
20,joint,actor_20_statement_02,independent_rank1,pair_0079_happy,20,02,happy,-6.9504321338
20,joint,actor_20_statement_02,independent_rank1,pair_0079_sad,20,02,sad,16.759183408246265
20,joint,actor_21_statement_01,raw,pair_0080_happy,21,01,happy,66.96910339580934
20,joint,actor_21_statement_01,raw,pair_0080_sad,21,01,sad,92.34702051645415
20,joint,actor_21_statement_01,raw,pair_0081_happy,21,01,happy,80.69537284555497
20,joint,actor_21_statement_01,raw,pair_0081_sad,21,01,sad,93.91067040207348
20,joint,actor_21_statement_01,source_center_noop,pair_0080_happy,21,01,happy,66.96910339580934
20,joint,actor_21_statement_01,source_center_noop,pair_0080_sad,21,01,sad,92.34702051645415
20,joint,actor_21_statement_01,source_center_noop,pair_0081_happy,21,01,happy,80.69537284555497
20,joint,actor_21_statement_01,source_center_noop,pair_0081_sad,21,01,sad,93.91067040207348
20,joint,actor_21_statement_01,independent_center,pair_0080_happy,21,01,happy,-4.628619638638398
20,joint,actor_21_statement_01,independent_center,pair_0080_sad,21,01,sad,20.749297482006412
20,joint,actor_21_statement_01,independent_center,pair_0081_happy,21,01,happy,9.097649811107232
20,joint,actor_21_statement_01,independent_center,pair_0081_sad,21,01,sad,22.31294736762574
20,joint,actor_21_statement_01,independent_rank1,pair_0080_happy,21,01,happy,-2.3072986894411027
20,joint,actor_21_statement_01,independent_rank1,pair_0080_sad,21,01,sad,15.281178896626638
20,joint,actor_21_statement_01,independent_rank1,pair_0081_happy,21,01,happy,6.589967921743748
20,joint,actor_21_statement_01,independent_rank1,pair_0081_sad,21,01,sad,17.055722693767674
20,joint,actor_21_statement_02,raw,pair_0082_happy,21,02,happy,-24.324493430813405
20,joint,actor_21_statement_02,raw,pair_0082_sad,21,02,sad,-27.852296854561345
20,joint,actor_21_statement_02,raw,pair_0083_happy,21,02,happy,-24.010142704552337
20,joint,actor_21_statement_02,raw,pair_0083_sad,21,02,sad,-24.844866443605923
20,joint,actor_21_statement_02,source_center_noop,pair_0082_happy,21,02,happy,-24.324493430813405
20,joint,actor_21_statement_02,source_center_noop,pair_0082_sad,21,02,sad,-27.852296854561345
20,joint,actor_21_statement_02,source_center_noop,pair_0083_happy,21,02,happy,-24.010142704552337
20,joint,actor_21_statement_02,source_center_noop,pair_0083_sad,21,02,sad,-24.844866443605923
20,joint,actor_21_statement_02,independent_center,pair_0082_happy,21,02,happy,4.305834609663204
20,joint,actor_21_statement_02,independent_center,pair_0082_sad,21,02,sad,0.778031185915264
20,joint,actor_21_statement_02,independent_center,pair_0083_happy,21,02,happy,4.620185335924273
20,joint,actor_21_statement_02,independent_center,pair_0083_sad,21,02,sad,3.785461596870686
20,joint,actor_21_statement_02,independent_rank1,pair_0082_happy,21,02,happy,0.44032402521326475
20,joint,actor_21_statement_02,independent_rank1,pair_0082_sad,21,02,sad,-0.015566680161405166
20,joint,actor_21_statement_02,independent_rank1,pair_0083_happy,21,02,happy,3.8937873344090734
20,joint,actor_21_statement_02,independent_rank1,pair_0083_sad,21,02,sad,4.451407714029526
20,joint,actor_22_statement_01,raw,pair_0084_happy,22,01,happy,49.13392145496986
20,joint,actor_22_statement_01,raw,pair_0084_sad,22,01,sad,43.67354691024757
20,joint,actor_22_statement_01,raw,pair_0085_happy,22,01,happy,39.362840822523566
20,joint,actor_22_statement_01,raw,pair_0085_sad,22,01,sad,52.11709575709191
20,joint,actor_22_statement_01,source_center_noop,pair_0084_happy,22,01,happy,49.13392145496986
20,joint,actor_22_statement_01,source_center_noop,pair_0084_sad,22,01,sad,43.67354691024757
20,joint,actor_22_statement_01,source_center_noop,pair_0085_happy,22,01,happy,39.362840822523566
20,joint,actor_22_statement_01,source_center_noop,pair_0085_sad,22,01,sad,52.11709575709191
20,joint,actor_22_statement_01,independent_center,pair_0084_happy,22,01,happy,5.904406356947703
20,joint,actor_22_statement_01,independent_center,pair_0084_sad,22,01,sad,0.4440318122254183
20,joint,actor_22_statement_01,independent_center,pair_0085_happy,22,01,happy,-3.866674275498589
20,joint,actor_22_statement_01,independent_center,pair_0085_sad,22,01,sad,8.887580659069755
20,joint,actor_22_statement_01,independent_rank1,pair_0084_happy,22,01,happy,5.398352584583661
20,joint,actor_22_statement_01,independent_rank1,pair_0084_sad,22,01,sad,-1.8328692453699995
20,joint,actor_22_statement_01,independent_rank1,pair_0085_happy,22,01,happy,-3.3902514095507126
20,joint,actor_22_statement_01,independent_rank1,pair_0085_sad,22,01,sad,4.850822596997984
20,joint,actor_22_statement_02,raw,pair_0086_happy,22,02,happy,-27.46913012517283
20,joint,actor_22_statement_02,raw,pair_0086_sad,22,02,sad,-31.46814426648679
20,joint,actor_22_statement_02,raw,pair_0087_happy,22,02,happy,-28.824680800125257
20,joint,actor_22_statement_02,raw,pair_0087_sad,22,02,sad,-41.72348458441928
20,joint,actor_22_statement_02,source_center_noop,pair_0086_happy,22,02,happy,-27.46913012517283
20,joint,actor_22_statement_02,source_center_noop,pair_0086_sad,22,02,sad,-31.46814426648679
