condition,pair_id,actor,statement,repetition,intensity,happy_output,sad_output,changed
max64,pair_0083,21,02,02,01,It sounds be not be a small. It you a question of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,"It sounds be not be a small of a question. It a question of a question of a question of a question of a question, in the phrase of a question of a list, in the fact of a list, in the fact of a list, in the fact of a list, in the fact of a list",True
max64,pair_0084,22,01,01,01,It sounds be the child of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the fact of the fact of the fact of the fact of the fact of the,It sounds be you be a child. It you a story of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,True
max64,pair_0085,22,01,02,01,It sounds be you be a child. It you a story of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,It sounds be the child of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the fact of the fact of the fact of the fact of the,True
max64,pair_0086,22,02,01,01,"It sounds be not be a small. It you a question of a question of a question of a question of a question of a question, in the phrase of a question of a list, in the fact of a list of a list, in the fact of a list of a list, in the fact of a list",It sounds be not be a small. It you a question of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,True
max64,pair_0087,22,02,02,01,"It sounds be not be a small. It you a question of a question of a question of a question of a question of a question, in the phrase of a question of a list, in the fact of a list of a list, in the fact of a list of a list, in the fact of a list",It sounds be not be a small. It you a question of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,True
max64,pair_0088,23,01,01,01,It sounds be you be a child. It you a story of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,It sounds be you be a child. It you a story of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,False
max64,pair_0089,23,01,02,01,It sounds be the child of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the,It sounds be the child of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the fact of the fact of the fact of the fact of the fact of the,True
max64,pair_0090,23,02,01,01,It sounds be not be a playful of a question of a question of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list,It sounds be not be a small. It a playful of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a,True
max64,pair_0091,23,02,02,01,"It sounds be not be a message. It the phrase of a question of a question of a question of a question of a question, in the phrase of a question of a list, in the fact of a list, in the fact of a list, in the fact of a list, in the fact of a list","It sounds be not be a small. It a playful of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list, the phrase of a",True
max64,pair_0092,24,01,01,01,It sounds be the child of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the,It sounds be you be a child. It you a story of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of,True
max64,pair_0093,24,01,02,01,It sounds be the child of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the fact of the fact of the fact of the fact of the,It sounds be the child of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the phrase of the fact of the fact of the fact of the fact of the fact of the fact of the fact of the,True
max64,pair_0094,24,02,01,01,It sounds be not be a playful of a question of a question of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list,It sounds be not be a playful of a question of a question of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list,False
max64,pair_0095,24,02,02,01,It sounds be not be a playful of a question of a question of a question of a question of a question of a question of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list of a list,"It sounds be not be a message. It the phrase of a question of a question of a question of a question of a list of a list of a list of a list of a list, the phrase of the phrase of a list of a list, the phrase of the phrase of a list, the phrase of the",True
